word,category,mean Happiness,mean Anger,mean Sadness,mean Fear,mean Disgust,distance to H,distance to A,distance to S,distance to F,distance to D,distance to N
izba,U,2.3076923,1.9230769,2.0384614,2.1538463,2.3461537,6.0437045,6.5806074,6.443983,6.4047775,6.249479,3.5228589
pytanie,U,2.8461537,2.2692308,1.6538461,3.2692308,1.8461539,5.842359,6.5231543,7.0178785,5.539445,6.907166,4.0502787
"żywy",U,5.3076925,1.8461539,1.8461539,1.8461539,1.6153846,3.2394054,7.586536,7.558968,7.5456166,7.740698,5.2656426
iskra,U,3.6153846,1.8461539,1.8076923,3.1153846,1.6153846,5.128229,7.23045,7.2757025,5.99852,7.3566136,4.3968835
wykroczenie,U,1.5,3.8846154,3.1153846,3.6153846,2.6923077,7.9857535,6.1593037,6.8918905,6.334341,7.12877,5.3197393
"doświadczony",U,4.3846154,2.0384614,1.6538461,2.0769231,1.5384616,3.8366518,6.7657795,7.085765,6.7468967,7.2277517,4.440156
autorytet,U,4.9615383,1.8461539,1.5384616,2.5384614,1.6153846,3.4770315,7.3712206,7.6263075,6.749709,7.571774,5.028129
"przeciwieństwo",U,2.5769231,2.5769231,2.8076923,2.5,1.7692307,6.19444,6.303893,6.150407,6.3856635,7.03735,3.8814163
kuchenka,U,3.1153846,1.5,1.5,1.6923077,1.6923077,4.524289,6.7370462,6.719718,6.536773,6.556939,3.0759523
"pomagać",U,5.6153846,1.7692307,1.7692307,1.8461539,1.1923077,2.8469162,7.5623164,7.529431,7.4818516,7.970449,5.285713
sterylny,U,2.3846154,1.8846154,1.8076923,2.7692308,2.0384614,5.984889,6.523129,6.6423492,5.7233605,6.39648,3.5173383
bestia,U,1.8846154,3.2307692,3.0384614,4.6538463,3.4230769,8.101416,7.4323573,7.5954547,6.069204,7.26189,6.141343
"stać",U,1.8076923,2.5,1.5769231,1.7692307,1.4615384,6.1485825,5.6042743,6.5523443,6.310525,6.672738,2.718567
dyplomatyczny,U,3.0769231,2.3461537,1.7692307,2.1153846,1.6923077,5.1875587,6.2278614,6.715039,6.281629,6.8156505,3.8013608
"Żyd",U,2.2692308,2.2307692,2.1923077,2.0769231,1.6923077,6.071287,6.300364,6.3657126,6.514605,6.8120375,3.4245677
"martwić",U,1.3461539,3.1538463,5.1538463,4.5,2.3846154,8.784613,7.598125,5.6085205,6.4284487,8.158342,6.4536643
"pokazywać",U,3.5,1.8076923,1.5769231,2.0769231,1.4615384,4.6095896,6.6115704,6.7840753,6.3703914,6.9008937,3.348358
sztylet,U,1.6538461,3.6153846,2.9230769,4.5384617,3.0769231,8.091038,7.005438,7.5437,6.078066,7.39044,6.09254
"motywować",U,4.9615383,1.9230769,1.6153846,1.9230769,1.2307693,3.1884198,7.0260344,7.328268,7.0313864,7.624812,4.710859
aktywny,U,4.8461537,1.9230769,1.6538461,1.8846154,1.5769231,3.473187,7.1237187,7.315152,7.154195,7.385337,4.674214
sceptyczny,U,1.8846154,2.7307692,2.4615386,2.4615386,2.1923077,6.6174383,5.907263,6.1435294,6.102233,6.4099784,3.751831
regulator,U,2.4230769,1.7692307,1.5,1.9615384,1.5,5.3579097,6.113548,6.405348,5.917841,6.404022,2.511116
zupa,U,3.7692308,1.3076923,1.3846154,1.3076923,1.6538461,3.8092864,6.852348,6.806664,6.8848295,6.5066686,3.300722
"wrzeszczeć",U,1.6538461,5.0,3.3846154,4.3846154,3.4230769,8.904581,6.22964,7.7078695,6.878018,7.696278,6.9546914
"fajtłapa",U,1.8846154,3.6153846,3.2692308,2.3846154,2.6923077,7.215271,5.9064145,6.2905283,7.1321597,6.867623,5.03349
"płaszcz",U,2.3846154,1.8461539,1.9230769,1.6538461,1.8461539,5.6921625,6.6048226,6.4761357,6.761697,6.5983267,3.0511513
"napadać",U,1.0384616,4.269231,3.5,4.730769,3.8076923,9.180876,6.8986263,7.554706,6.369215,7.3014517,6.594388
"szokujący",U,2.1153846,2.9615386,2.4230769,3.1923077,2.6538463,6.90208,6.484157,6.972092,6.101069,6.642417,4.7135806
odjazd,U,2.8461537,2.2307692,3.5384614,2.5384614,1.5,5.960681,7.03993,5.6316156,6.6866374,7.642631,4.8260803
"połysk",U,4.230769,1.5384616,1.3461539,1.6153846,1.3461539,3.5197408,6.867074,7.0033336,6.7955008,6.989049,3.807816
robotnik,U,2.3076923,2.6538463,3.3461537,2.5,2.0,6.6929274,6.6873527,5.922678,6.835107,7.189685,4.359165
"człowiek",U,4.6153846,3.5384614,3.4230769,3.3846154,2.9615386,6.0742807,7.62104,7.7491827,7.7636566,8.0464945,6.6538258
"montować",U,3.1923077,2.3461537,1.5,1.8461539,2.0384614,5.079677,6.2412543,6.99085,6.6875134,6.558129,3.6278234
zbawienny,U,4.8461537,1.3846154,1.5384616,1.5769231,1.3846154,2.818308,7.2080183,7.0519843,7.023652,7.201064,4.2860436
"ranić",U,1.1923077,4.0,5.269231,4.923077,3.8461537,9.621664,7.8192954,6.64381,7.0548525,7.8637953,7.514626
cylinder,U,3.3076923,1.3846154,1.2307693,1.1923077,1.6538461,4.1172585,6.629134,6.722837,6.763504,6.3485928,2.9560301
turystyczny,U,4.5384617,1.7307693,1.6538461,1.8846154,1.5384616,3.4966776,6.964439,7.089821,6.866218,7.195254,4.481902
"huśtawka",U,4.8076925,1.5769231,1.7307693,2.0769231,1.3846154,3.3422797,7.3354816,7.1527195,6.89734,7.491249,4.6546707
materac,U,3.6153846,1.4230769,1.6538461,1.4230769,1.6153846,4.136668,6.8481894,6.7044606,6.8803015,6.63102,3.3718214
demokratyczny,U,3.1538463,2.6538463,2.2307692,2.4230769,2.0384614,5.317858,6.0790515,6.4427614,6.3293414,6.6728444,4.2808642
prymitywny,U,1.4615384,3.1538463,2.7307692,2.3076923,3.3461537,7.498377,6.050182,6.505128,6.903448,5.85492,4.683458
doktor,U,2.5,2.5,2.1923077,3.2692308,2.0769231,6.0885334,6.5056257,6.721015,5.633095,6.8513117,4.2898183
brygada,U,3.1153846,1.9615384,2.0769231,2.2692308,1.3461539,4.9732294,6.586423,6.5142255,6.313787,7.0546317,3.665682
"majętny",U,4.3846154,2.1923077,2.2692308,2.6923077,2.0,4.662091,7.222659,7.1946483,6.869337,7.386856,5.173963
"żar",U,3.7692308,1.8846154,2.1153846,2.3461537,1.5769231,4.664314,6.8457203,6.7063365,6.3657355,7.1508923,4.312869
"zmieniać",U,2.7692308,2.7692308,2.5,3.8846154,2.1153846,6.529945,6.808285,7.004921,5.6948404,7.3787136,4.8998327
wirus,U,1.2307693,3.4615386,3.2307692,4.3076925,4.1153846,8.806095,7.302165,7.501768,6.379718,6.572509,6.2526507
dusza,U,4.3076925,1.5769231,2.9615386,3.1538463,1.5,4.8739643,7.6515045,6.5221486,6.349406,7.6939826,5.136731
"wabić",U,2.5384614,2.2692308,1.7692307,2.4615386,2.1923077,5.7220182,6.3030477,6.7899933,6.1207438,6.324992,3.6359992
brzoza,U,3.4615386,1.5,1.9230769,1.1538461,1.2307693,4.245818,6.5462427,6.2245107,6.91566,6.8537745,3.1645358
wafel,U,4.0,1.7692307,1.3076923,1.3461539,1.3846154,3.7291207,6.786156,7.1352005,7.130508,7.08049,3.7384691
zrzut,U,1.5384616,2.4615386,2.0,2.8076923,2.1153846,6.931505,6.316608,6.702598,5.934473,6.592733,3.4173164
"zabłądzić",U,1.5384616,3.9615386,3.7692308,4.9615383,1.8461539,8.466482,6.587084,6.782364,5.5887156,8.289517,6.329748
woda,U,5.269231,1.6153846,1.8846154,2.3846154,1.4230769,3.308682,7.6074963,7.3966937,7.0099053,7.7647266,5.1900897
"potknięcie",U,1.6538461,3.8461537,3.3076923,3.3846154,2.0384614,7.7376175,5.807702,6.35231,6.2762966,7.459409,5.098013
"zwyciężać",U,6.0,1.8076923,1.6153846,2.3461537,1.0384616,2.6822495,7.84388,7.966892,7.4194345,8.340737,5.681934
"płuco",U,2.0,1.9615384,2.1153846,2.7307692,2.5384614,6.462127,6.844741,6.743414,6.0370603,6.2237573,3.9471834
sadystyczny,U,1.4615384,4.4615383,4.423077,5.230769,5.269231,10.130845,8.341809,8.270799,7.6682835,7.6083455,8.314505
"uchronić",U,4.0384617,1.8076923,2.3076923,3.2307692,1.4230769,4.9282355,7.233269,6.7683644,6.0164924,7.524491,4.8018537
mucha,U,1.3461539,3.3846154,1.5384616,1.7307693,3.3461537,7.2978063,5.588999,7.203231,7.04772,5.6124887,3.9608462
upodobanie,U,4.3076925,1.5384616,1.6923077,1.7307693,1.2307693,3.5491831,6.896826,6.794887,6.770371,7.1855693,3.9223673
pasta,U,2.8461537,1.6153846,1.3846154,1.3461539,1.3846154,4.6573977,6.42334,6.6814237,6.7215433,6.563171,2.7377133
musical,U,3.7692308,1.7692307,1.5,1.3846154,1.5384616,3.9106386,6.6371145,6.946107,7.055827,6.912506,3.676721
skromny,U,3.5,2.1153846,2.2307692,2.0384614,1.8461539,4.7908955,6.6937375,6.522131,6.6938376,6.953254,4.4359603
bicz,U,1.5,3.1923077,2.8461537,4.4615383,3.5769231,8.188236,7.103219,7.337588,5.832799,6.733306,5.725083
"zarzucać",U,1.4230769,3.6153846,2.9230769,3.5,2.5,7.7116823,6.010155,6.67722,6.174079,7.0032797,4.9044995
kontakt,U,3.8461537,1.6153846,1.5769231,2.6923077,1.3461539,4.450854,7.1330233,7.1447835,6.1413717,7.312467,4.0784206
paradoksalny,U,2.5769231,2.5,2.0769231,1.8076923,1.6153846,5.6658382,5.9669886,6.4405513,6.550759,6.799241,3.463079
czapka,U,2.7692308,2.2692308,1.3846154,1.5384616,1.6153846,5.1068335,5.9591208,6.8198705,6.7115636,6.6694665,3.15258
ostatni,U,1.9615384,3.4230769,4.6153846,3.8846154,1.9615384,7.943736,7.15704,5.916308,6.690686,8.254189,6.258415
uczelnia,U,3.6923077,2.6923077,2.1923077,3.0384614,2.2692308,5.308498,6.833667,7.2759085,6.528132,7.046259,5.158286
bezinteresowny,U,4.3461537,1.9230769,1.7307693,2.0,1.2692307,3.6764276,6.854828,7.159678,6.9044237,7.514232,4.690171
"mordować",U,1.2307693,5.0384617,4.8076925,5.5384617,5.230769,10.646578,8.419304,8.524843,7.9448843,8.275137,8.82864
atrakcyjny,U,5.5384617,2.1923077,2.3461537,2.0384614,1.4230769,3.56122,7.636852,7.5226693,7.692391,8.117384,5.73201
odpowiedzialny,U,4.8076925,1.7692307,2.2307692,3.5,1.5,4.7327952,7.8454685,7.508415,6.353183,8.020357,5.590011
motto,U,3.7307692,1.6153846,1.5769231,1.7307693,1.5769231,4.215501,6.8001885,6.8659363,6.776739,6.832697,3.5698023
odosobniony,U,1.5769231,3.3076923,5.230769,4.269231,2.3846154,8.633934,7.6227565,5.714752,6.779721,8.330374,6.679619
"więzienie",U,1.0384616,2.9230769,4.3846154,4.769231,3.7307692,9.08046,7.8188863,6.5501184,6.231015,7.225509,6.5388236
szczery,U,5.1923075,1.9615384,2.2307692,2.5384614,1.7307693,3.6863096,7.635871,7.430061,7.138204,7.8223953,5.6207867
chichot,U,4.730769,1.9230769,1.5384616,2.1153846,1.8461539,3.4574814,7.073122,7.385755,6.9034443,7.102538,4.870519
"wygrywać",U,5.8076925,1.9230769,1.8076923,2.1538463,1.2307693,2.7458463,7.5917964,7.7165537,7.412534,8.133976,5.617422
znaczenie,U,3.0,1.5384616,1.5384616,1.4230769,1.1923077,4.477058,6.267306,6.413487,6.5354724,6.687882,2.7858407
stagnacja,U,1.6923077,3.5769231,3.8076923,3.5769231,2.4615386,8.046228,6.583624,6.492777,6.7595434,7.7194448,5.696276
"rozwiązanie",U,5.1153846,1.8076923,2.1153846,2.1538463,1.3846154,3.4652777,7.444903,7.1909757,7.1825733,7.744548,5.123317
"trójkąt",U,3.5,1.6538461,1.8846154,2.4230769,1.8846154,4.8844414,7.1419897,6.9338923,6.487068,6.9526772,3.961096
cyniczny,U,1.6153846,4.3846154,3.5769231,3.1153846,4.076923,8.516492,6.4245586,7.1843076,7.6093817,6.733769,6.473415
"runąć",U,1.4615384,3.5384614,3.7692308,4.1538463,2.2307692,8.1364155,6.602729,6.4112973,5.980818,7.7534204,5.7954984
"ulepszać",U,5.076923,1.4615384,1.4615384,2.3461537,1.5,3.1298778,7.5246515,7.4841156,6.7489285,7.4792023,4.9818835
"nabywać",U,4.5,1.7307693,1.2692307,1.8076923,1.3076923,3.3715816,6.8309,7.234762,6.7521243,7.1834736,4.0402813
altanka,U,4.923077,1.1153846,1.6923077,1.1538461,1.1153846,2.7410824,7.4008336,6.967802,7.391537,7.4113264,4.2511563
"torturować",U,1.0769231,4.923077,4.923077,5.769231,4.8461537,10.5681505,8.131344,8.1578045,7.516746,8.222338,8.594735
mydliny,U,2.8846154,1.3461539,1.6153846,1.3846154,2.2692308,4.8309526,6.7445807,6.5059943,6.7302756,5.610988,3.2358472
odsetek,U,1.8076923,2.0769231,1.8461539,1.9230769,1.8461539,6.070226,5.8691993,6.1143713,6.04437,6.1441107,2.5172086
"opatrywać",U,2.9615386,2.2692308,3.0,3.4230769,2.3846154,6.1619625,7.1942496,6.5706987,6.2034497,7.163582,5.144084
"zaręczony",U,5.1153846,1.5769231,1.8846154,2.9230769,1.4230769,3.6370711,7.590212,7.321119,6.427731,7.686877,5.2625756
arsen,U,1.8846154,1.7692307,1.8461539,2.7307692,1.9615384,6.4175825,6.5791116,6.509258,5.58672,6.3577952,2.8993278
ekran,U,3.0384614,1.5769231,1.6923077,1.5,1.3076923,4.7344255,6.572026,6.4400635,6.642947,6.817808,2.6262932
"chrząszcz",U,2.4615386,2.0769231,1.3461539,2.5384614,2.9230769,5.906529,6.6685176,7.1844883,6.179363,5.798014,4.0020285
"odżywać",U,4.9615383,1.4615384,1.3461539,1.6923077,1.3076923,2.6516013,7.150788,7.2582226,6.9343414,7.2679095,4.4793463
knebel,U,1.6153846,3.5384614,2.9230769,4.4615383,3.2307692,8.27187,6.938918,7.40241,6.124828,7.228592,5.917811
"śmietana",U,2.9615386,1.5,1.1923077,1.3846154,1.9230769,4.6087255,6.5862985,6.842737,6.6882,6.0634885,3.091022
scena,U,4.0384617,2.1923077,1.9615384,3.3461537,1.8461539,4.9596915,7.192574,7.3953605,6.0783734,7.4858503,5.098344
melon,U,4.3461537,1.4230769,1.2307693,1.1538461,1.0769231,3.1537983,7.0007324,7.135937,7.2003803,7.261092,3.6239002
wiedza,U,5.730769,1.5,1.9230769,2.1538463,1.1153846,2.7939527,7.7998023,7.4548025,7.259795,8.093996,5.403793
bananowy,U,4.4615383,1.5769231,1.2307693,1.1538461,1.4615384,2.9197118,6.97691,7.310267,7.358653,7.133701,4.2043676
"powódź",U,1.1153846,3.5384614,4.3461537,4.923077,3.3461537,9.276974,7.8419623,7.015252,6.4154415,7.982478,6.7928443
wypracowanie,U,1.7307693,3.4230769,2.3461537,3.3461537,3.1923077,7.5023046,6.463595,7.4160767,6.560004,6.758868,5.034172
"topór",U,1.9230769,2.5384614,2.2692308,3.8461537,2.4230769,7.071701,6.9579487,7.2647433,5.666849,7.094226,4.7833753
niespodziewany,U,3.6153846,2.2307692,1.8076923,3.4230769,1.6923077,5.227264,6.7490406,7.0651603,5.5667195,7.188131,4.634317
"nacinać",U,1.4230769,2.6153846,2.6153846,3.7307692,2.7692308,7.576585,6.644762,6.665467,5.50566,6.541311,4.718588
instrument,U,4.8461537,1.6923077,1.4615384,1.3461539,1.3076923,2.8582244,7.1632004,7.336497,7.4082165,7.4352765,4.448765
"śnieg",U,3.8846154,2.6923077,1.7307693,1.5384616,2.0,4.377114,6.394767,7.278878,7.4155703,7.0563946,4.7366567
partyzancki,U,2.3846154,2.1153846,3.2692308,3.2692308,1.6153846,6.4019732,7.0129023,5.9104896,5.9347863,7.2848425,4.406969
"skóra",U,2.8846154,1.4230769,1.4230769,1.7307693,1.6923077,4.8792667,6.7198095,6.7376986,6.4409075,6.4405813,2.796697
bilans,U,2.2307692,1.5769231,1.6923077,2.0769231,1.2692307,5.4095283,6.2446966,6.1452527,5.745114,6.6039324,2.6174223
"poświęcać",U,2.6153846,1.7692307,2.4615386,2.5,1.4230769,5.490135,6.4454117,5.729498,5.728742,6.755293,3.6143107
zegarek,U,2.8461537,1.4615384,1.5,1.8076923,1.4230769,4.8541813,6.6181087,6.58943,6.2870502,6.669408,2.8517685
stabilny,U,4.3461537,1.3461539,1.5,1.4615384,1.1923077,3.1830716,7.0523005,6.9025226,6.9418893,7.1762853,3.7740011
album,U,3.7307692,1.2692307,1.5769231,1.1153846,1.1153846,3.7051115,6.7463827,6.434049,6.8587003,6.8707986,3.0126925
"młodzieżowy",U,3.5384614,1.8461539,1.5,1.3846154,1.3076923,4.0161877,6.1451044,6.5939965,6.726838,6.793302,3.4046826
ambitny,U,5.076923,1.5769231,1.6538461,1.8076923,1.0769231,2.8013895,7.241643,7.210634,7.054116,7.671786,4.727128
prawdziwy,U,4.6538463,1.3846154,1.4615384,1.6923077,1.0,3.019045,7.2184634,7.1628675,6.954097,7.498737,4.107647
"iść",U,3.5,1.4230769,1.4615384,1.3846154,1.1153846,3.937848,6.572001,6.532153,6.5977454,6.857513,2.9474025
"istnieć",U,4.8846154,2.0384614,2.3846154,2.8076923,1.9615384,4.452943,7.920347,7.6266837,7.2400107,7.981351,5.4650583
"sabotaż",U,1.5769231,3.1923077,2.3076923,3.0384614,2.0769231,7.0144243,5.576255,6.562026,5.7276797,6.694646,4.257831
rekordowy,U,4.769231,1.3076923,1.3076923,1.6923077,1.0769231,2.86603,7.2724323,7.2682295,6.9615893,7.466693,4.1139917
"kusić",U,3.5384614,1.9230769,1.6153846,2.7692308,1.5,4.540864,6.5364428,6.8510776,5.656359,6.919672,4.0655904
balon,U,4.0384617,1.1923077,1.1923077,1.1923077,1.0769231,3.264875,6.907933,6.9025717,6.889668,6.9982533,3.1595235
"służyć",U,1.5769231,2.5769231,2.0384614,2.2307692,2.4230769,6.5603113,5.74987,6.210548,6.1576223,5.8971286,3.5567942
most,U,2.9230769,1.2307693,1.2692307,2.3846154,1.3076923,4.8198824,6.8000436,6.7709074,5.5401096,6.7229404,2.9336112
"kłótnia",U,1.3076923,5.1153846,4.1153846,3.8461537,2.5769231,8.921136,5.8134203,6.9085245,7.1436844,8.068144,6.5628614
bohaterski,U,4.5,1.6153846,1.7307693,1.5769231,1.1153846,3.1532743,6.8557873,6.7444935,6.9033766,7.331086,4.2611613
"władza",U,2.6923077,2.9230769,1.9230769,3.1153846,2.1923077,6.2866464,5.9877667,7.0095477,5.856196,6.7266192,4.5664096
"koń",U,3.8461537,1.1923077,1.4230769,1.8461539,1.3461539,3.6787114,6.965321,6.7683816,6.324647,6.8205547,3.5000722
futro,U,2.1538463,1.8461539,2.0769231,1.6153846,2.3076923,5.8116803,6.436523,6.2268147,6.658562,5.9218326,3.2638588
"zamierzać",U,2.6538463,1.4615384,1.3076923,2.0769231,1.1923077,4.93421,6.333885,6.510276,5.728113,6.640416,2.5377002
matka,U,5.076923,1.7692307,2.1923077,2.0769231,1.1923077,3.410367,7.384341,7.107602,7.230295,7.824764,5.1993055
"zginąć",U,1.0769231,3.5384614,5.1538463,5.230769,2.6923077,9.515441,7.904334,6.5790167,6.4223,8.565085,7.159393
obronny,U,2.9615386,1.5,1.3461539,2.4615386,1.2692307,4.7631,6.6531754,6.7912784,5.546855,6.8547726,3.3409524
"rozwiązywać",U,3.5769231,1.3461539,1.6538461,1.8461539,1.2307693,4.039519,6.669235,6.324502,6.171079,6.755536,3.2223094
"oddawać",U,2.5769231,2.2307692,2.3846154,1.6538461,1.5,5.4318995,6.0037813,5.8645988,6.570471,6.8098555,3.5283475
toksyczny,U,1.3076923,2.5769231,2.5769231,4.3461537,4.5384617,8.4699335,7.619453,7.682679,6.0589952,5.756617,6.047145
"zgładzić",U,1.3461539,3.8461537,3.6538463,4.230769,2.9615386,8.472272,6.593888,6.806569,6.2737164,7.3891015,6.1041584
perfekcyjny,U,4.0384617,2.0769231,1.5769231,1.8846154,1.3461539,4.0102596,6.352897,6.950872,6.6735697,7.1633463,4.0206676
"płomienny",U,4.1538463,1.6538461,1.3461539,1.8461539,1.3076923,3.6126707,6.7299337,7.0144243,6.4933314,7.029093,3.847209
monolog,U,2.2692308,2.2307692,2.3461537,1.8846154,1.8461539,6.0069613,6.11481,6.055493,6.5513453,6.52869,3.3795257
Wenus,U,3.4615386,1.2307693,1.2692307,1.7307693,1.1153846,3.9781854,6.773433,6.722992,6.1872816,6.8644123,2.9907734
flaga,U,3.8461537,1.2307693,1.6923077,1.2692307,1.1538461,3.629762,7.022639,6.605183,6.981216,7.058286,3.3830502
wojna,U,1.3846154,4.2115383,5.019231,5.4423075,4.4423075,10.081458,8.304202,7.6120725,7.358558,8.100547,8.1981735
"język",U,3.0,1.1923077,1.3846154,1.6538461,1.5,4.6743712,6.7226615,6.6573324,6.4017453,6.5243526,2.5446687
toaleta,U,2.8461537,1.5384616,1.1923077,1.6923077,2.6923077,5.4170866,6.7875233,7.048436,6.6241736,5.707512,3.2183607
monopolowy,U,3.0,1.3846154,1.8076923,1.3846154,1.7307693,4.678456,6.6616254,6.1733356,6.6932344,6.2709904,3.135333
"wymodlić",U,2.3846154,2.2692308,1.5769231,1.6538461,2.7692308,5.929408,6.3561954,6.963524,6.948703,5.63712,3.988236
gigantyczny,U,2.6153846,1.6923077,1.3076923,2.2307692,1.4230769,5.132991,6.209766,6.6760283,5.689628,6.5523257,2.845567
"podróżować",U,5.6923075,1.2307693,1.5,2.3461537,1.1923077,2.7588568,7.9159956,7.7085257,7.047989,7.9159045,5.2619915
spotkanie,U,4.9615383,1.0769231,1.3846154,2.4230769,1.0384616,3.1329613,7.6130724,7.37346,6.4547606,7.640292,4.529971
"goździk",U,3.6923077,1.1538461,1.5,1.1923077,1.1538461,3.6325185,6.8305635,6.5022345,6.7935004,6.8260345,2.9260418
"zapewniać",U,2.8846154,1.4230769,1.3846154,2.0769231,1.1153846,4.658251,6.415257,6.461016,5.6717052,6.700465,2.7400563
laur,U,4.730769,1.2692307,1.2307693,1.2307693,1.1153846,2.60725,7.0736384,7.0926237,7.0972314,7.166189,3.9101331
strata,U,1.0,3.5769231,4.923077,4.076923,1.8846154,8.8327875,6.943684,5.5185266,6.5242076,8.292887,6.170408
"zapłacony",U,4.076923,1.2692307,1.3076923,1.1538461,1.0384616,3.157772,6.861176,6.816041,6.943677,7.053401,3.3510244
pies,U,4.8461537,1.3461539,1.7307693,2.1923077,1.4230769,3.512324,7.527711,7.244299,6.8383236,7.4752054,4.735646
"abdykować",U,1.6923077,1.5769231,2.2307692,1.9615384,1.3846154,5.9574866,6.1621423,5.4800406,5.8503165,6.3608594,2.4855323
uznanie,U,5.076923,1.0769231,1.3076923,1.8076923,1.0384616,2.61514,7.49928,7.3062525,6.9147615,7.5362525,4.3791575
drogi,U,2.5769231,2.8076923,2.8846154,2.2692308,1.8076923,6.040359,6.2367196,6.140104,6.803411,7.1857862,4.2952757
"myśl",U,4.0384617,1.6923077,2.1538463,2.0769231,1.4230769,4.3744183,7.0933847,6.6923676,6.763494,7.3319144,4.066927
zamach,U,1.1923077,3.5,4.230769,5.0384617,3.4230769,9.193016,7.740138,7.1934767,6.3182964,7.7727275,6.6938987
"pasjonujący",U,4.9615383,1.2692307,1.2692307,1.4230769,1.1538461,2.5179002,7.268507,7.265887,7.1274257,7.3671703,4.2442923
"życie",U,4.923077,2.4230769,3.1923077,3.1153846,2.0,4.8895826,8.032738,7.273537,7.390333,8.368878,6.250717
"upadać",U,1.3461539,3.1538463,3.3076923,3.2692308,1.5384616,7.559425,5.865958,5.8100686,5.8654714,7.4165974,4.630705
krytyczny,U,1.4230769,3.2692308,3.0384614,3.7692308,2.1923077,7.7294483,6.070673,6.5768538,5.712219,7.251763,4.9993644
chory,U,1.1923077,2.8461537,3.3846154,3.0384614,2.2692308,7.5579786,6.175942,5.5392675,5.98905,6.6212826,4.47066
akademik,U,3.5769231,1.4230769,1.6923077,1.7307693,2.0,4.3505816,6.998606,6.777802,6.709487,6.4582386,3.6683834
"finał",U,4.3846154,1.2307693,1.6538461,2.0384614,1.0,3.403216,7.2349386,6.812442,6.50239,7.4294887,4.058658
"jodła",U,3.5769231,1.1538461,1.3076923,1.1153846,1.1538461,3.6462762,6.702726,6.5519633,6.7361,6.6944556,2.7823148
brutalny,U,1.3461539,4.0384617,2.8461537,4.3461537,3.1923077,8.4336,6.377409,7.4778957,6.055919,7.0996733,5.9365306
"zaangażowany",U,3.8076923,1.6153846,1.5384616,1.8846154,1.4230769,4.1461897,6.719368,6.786303,6.4810452,6.884322,3.6653924
sauna,U,4.230769,1.1538461,1.3076923,1.6153846,2.0,3.6000862,7.3526516,7.2422056,6.958459,6.6184916,4.0413995
"nowotwór",U,1.1923077,3.6923077,4.6538463,5.3076925,3.0,9.385123,7.792555,6.961068,6.2778378,8.27589,7.0384526
"wołać",U,2.1153846,1.7307693,1.9230769,2.1153846,1.3461539,5.6590657,6.108559,5.9434204,5.7713223,6.527286,2.5879703
byt,U,2.9615386,1.6923077,1.9615384,2.3461537,1.7307693,5.3847537,6.887614,6.631648,6.1666317,6.809977,3.3870795
"ładunek",U,1.8461539,1.3846154,1.3846154,2.2307692,1.3076923,5.7212496,6.3355455,6.341528,5.2882566,6.416166,2.1440263
"mądrość",U,4.6153846,1.4615384,2.1153846,1.6923077,1.4230769,3.5299087,7.534078,6.9374323,7.3413568,7.562645,4.65466
opryszek,U,1.3846154,2.5769231,1.9615384,2.8076923,3.0,7.0438404,5.9995522,6.5612555,5.754567,5.5238843,3.789532
"rozdawać",U,3.9615386,1.2692307,1.3076923,1.5,1.0384616,3.6626725,6.8231664,6.783239,6.683833,7.0322495,3.269206
"pisać",U,3.2692308,1.3846154,1.4230769,1.2692307,1.2692307,4.1572556,6.4745297,6.4804893,6.5885777,6.5819144,2.7547038
nadzorca,U,1.5769231,2.1923077,1.7692307,2.4615386,2.1538463,6.591153,6.1931715,6.61964,5.9026866,6.271919,3.028178
emerytalny,U,1.9230769,1.8461539,2.5384614,2.7692308,1.6153846,6.295721,6.5520196,5.8913555,5.639033,6.7735662,3.429895
"wiadomość",U,3.7692308,1.5769231,1.7307693,2.9230769,1.2692307,4.641934,7.073884,6.928052,5.762166,7.3050966,4.0320654
urlopowicz,U,4.3846154,1.4230769,1.1923077,1.1923077,1.2307693,2.939667,6.860304,7.135012,7.128503,7.0655413,3.8039856
niewinny,U,3.6923077,1.4230769,1.9230769,1.5384616,1.1538461,3.9388986,6.822263,6.2748466,6.7277145,7.086259,3.579601
"gawędzić",U,4.1153846,1.3076923,1.2307693,1.2307693,1.2307693,3.213216,6.772678,6.857873,6.851082,6.834449,3.434754
"pałac",U,3.7307692,1.3846154,1.4615384,1.5,1.4230769,3.957184,6.7825217,6.7915225,6.755722,6.775825,3.4025328
mentor,U,3.9230769,1.6538461,1.7307693,1.8076923,1.6538461,3.9205492,6.822176,6.795364,6.706546,6.826287,3.9728894
"tłuszcz",U,1.4230769,2.9230769,2.3461537,2.3846154,3.7692308,7.5555897,6.497485,6.9989405,6.910433,5.5184283,4.613759
marksista,U,1.3076923,2.3461537,1.6923077,1.9230769,2.5769231,6.7651577,5.7911005,6.4575243,6.2224817,5.5686655,2.6980345
"przyjmować",U,3.1923077,1.2307693,1.3076923,1.5384616,1.1923077,4.0904775,6.518031,6.4492817,6.2121406,6.550645,2.5759566
"pierścionek",U,4.3846154,1.0384616,1.2307693,1.8846154,1.0769231,3.2369952,7.2066526,7.0425305,6.4964337,7.1745977,3.6671083
nieprzyjaciel,U,1.4615384,3.8461537,2.6153846,3.3846154,2.8461537,7.832573,5.8827057,6.963325,6.302028,6.8889623,5.2286143
pas,U,1.4615384,1.8076923,1.7692307,2.4615386,1.7307693,6.413622,6.197751,6.283007,5.5238214,6.33065,2.5324183
